date,city,total_consumption,residential,commercial,industrial,cooling_specific
2024-11-27,Chicago,4338,1880,1376,892,484
2024-11-28,Chicago,5511,2131,1915,1071,1011
2024-11-29,Chicago,4989,2229,1713,1265,544
2024-11-30,Chicago,5497,1881,1428,696,895
2024-12-01,Chicago,5506,1823,1603,1078,734
2024-12-02,Chicago,4129,1605,1426,866,696
2024-12-03,Chicago,6054,2841,1510,1715,919
2024-12-04,Chicago,5458,2276,2153,1599,762
2024-12-05,Chicago,5188,2146,1178,1478,964
2024-12-06,Chicago,4459,1443,1234,620,558
2024-12-07,Chicago,5150,1983,1343,1013,998
2024-12-08,Chicago,6063,2529,2382,1480,875
2024-12-09,Chicago,5693,2130,1723,1407,779
2024-12-10,Chicago,5340,2002,2084,832,961
2024-12-11,Chicago,5201,1730,1530,935,526
2024-12-12,Chicago,5141,1934,1426,747,752
2024-12-13,Chicago,7278,2254,1512,979,1396
2024-12-14,Chicago,3596,1407,736,788,429
2024-12-15,Chicago,7184,3088,1473,1708,775
2024-12-16,Chicago,5457,1644,1845,1246,832
2024-12-17,Chicago,3069,1156,770,391,608
2024-12-18,Chicago,5790,2848,1721,1247,1064
2024-12-19,Chicago,6588,2104,2226,1728,692
2024-12-20,Chicago,7214,3169,2530,2130,977
2024-12-21,Chicago,6628,3071,1383,741,739
2024-12-22,Chicago,5998,2706,2008,1164,616
2024-12-23,Chicago,5979,2244,2053,1640,761
2024-12-24,Chicago,6613,2970,2085,1928,970
2024-12-25,Chicago,5353,1784,1661,1275,737
2024-12-26,Chicago,6539,3251,2215,1103,814
2024-12-27,Chicago,6633,2839,1731,1877,1120
2024-12-28,Chicago,6249,2773,2256,1669,1135
2024-12-29,Chicago,5110,1577,1946,1438,864
2024-12-30,Chicago,5436,1679,1152,894,1026
2024-12-31,Chicago,5151,1762,1294,559,666
2025-01-01,Chicago,3588,1365,906,799,515
2025-01-02,Chicago,5524,2721,1725,745,947
2025-01-03,Chicago,5729,2457,1616,955,1134
2025-01-04,Chicago,5543,2075,1620,580,712
2025-01-05,Chicago,3253,1300,719,579,512
2025-01-06,Chicago,4918,2457,1727,1188,716
2025-01-07,Chicago,8185,3608,1945,1762,1017
2025-01-08,Chicago,5496,2492,1617,1179,735
2025-01-09,Chicago,4478,2235,1545,777,860
2025-01-10,Chicago,5144,2519,1557,866,693
2025-01-11,Chicago,3629,1522,845,393,716
2025-01-12,Chicago,5869,2236,1431,964,887
2025-01-13,Chicago,4783,1993,1826,998,675
2025-01-14,Chicago,5278,2371,1983,647,564
2025-01-15,Chicago,6661,2314,2144,1916,917
2025-01-16,Chicago,5991,2508,2153,1305,734
2025-01-17,Chicago,5297,1910,1886,897,828
2025-01-18,Chicago,5001,2428,1988,1497,891
2025-01-19,Chicago,6261,2506,2476,1213,976
2025-01-20,Chicago,5430,2055,1676,1315,870
2025-01-21,Chicago,6724,2301,1990,1148,984
2025-01-22,Chicago,5661,2447,2184,1392,613
2025-01-23,Chicago,5759,2633,2227,936,762
2025-01-24,Chicago,7626,2830,1994,2006,1180
2025-01-25,Chicago,5465,2379,2067,1240,691
2025-01-26,Chicago,6504,2025,1614,915,840
2025-01-27,Chicago,3902,1343,782,829,630
2025-01-28,Chicago,6403,2682,1804,1628,745
2025-01-29,Chicago,5285,1639,1600,1125,588
2025-01-30,Chicago,5105,2055,1252,1254,847
2025-01-31,Chicago,5401,1915,1696,758,596
2025-02-01,Chicago,5139,1827,1865,760,1003
2025-02-02,Chicago,3948,1458,1176,649,562
2025-02-03,Chicago,5578,2367,1534,667,1012
2025-02-04,Chicago,5434,2479,1277,815,635
2025-02-05,Chicago,6973,3108,1904,1654,1057
2025-02-06,Chicago,5385,2127,1610,1237,965
2025-02-07,Chicago,6492,1999,1407,818,1014
2025-02-08,Chicago,5697,1900,2129,578,739
2025-02-09,Chicago,6391,2977,1285,809,799
2025-02-10,Chicago,5453,2032,1286,1361,739
2025-02-11,Chicago,5353,2478,2016,1573,1069
2025-02-12,Chicago,7161,2722,2667,1006,1168
2025-02-13,Chicago,6195,2682,1721,1286,965
2025-02-14,Chicago,6368,2060,1772,1767,911
2025-02-15,Chicago,5661,2559,1421,1412,686
2025-02-16,Chicago,6247,3115,2095,825,727
2025-02-17,Chicago,3883,1194,1069,906,529
2025-02-18,Chicago,5814,2199,2278,1232,914
2025-02-19,Chicago,4753,1879,1087,649,621
2025-02-20,Chicago,5219,2303,2045,959,877
2025-02-21,Chicago,4438,2095,1227,1195,553
2025-02-22,Chicago,6705,2746,1813,1055,1091
2025-02-23,Chicago,5386,2233,1473,906,1014
2025-02-24,Chicago,4963,1638,1941,618,885
2025-02-25,Chicago,7030,2347,1896,1690,717
2025-02-26,Chicago,7957,3718,1960,1004,1376
2025-02-27,Chicago,5319,2655,1729,553,992
2025-02-28,Chicago,5644,2527,1923,1163,795
2025-03-01,Chicago,6913,2737,1771,739,1325
2025-03-02,Chicago,5709,1899,1867,743,617
2025-03-03,Chicago,6157,2714,2265,1425,1037
2025-03-04,Chicago,7419,2586,1587,1140,970
2025-03-05,Chicago,5354,2179,1889,1519,986
2025-03-06,Chicago,6127,2720,2158,1289,647
2025-03-07,Chicago,5794,2805,1949,1524,838
2025-03-08,Chicago,5016,2117,1859,1164,684
2025-03-09,Chicago,7565,3033,2908,1295,769
2025-03-10,Chicago,5620,2441,2029,1141,841
2025-03-11,Chicago,4426,2097,1168,1220,583
2025-03-12,Chicago,6998,3081,2178,2022,1096
2025-03-13,Chicago,6434,2788,2547,1277,714
2025-03-14,Chicago,7736,2468,1817,1699,1174
2025-03-15,Chicago,4616,1763,1746,1063,837
2025-03-16,Chicago,4750,2129,1068,938,591
2025-03-17,Chicago,4404,1408,1305,520,829
2025-03-18,Chicago,3771,1482,1214,721,742
2025-03-19,Chicago,5365,2009,1941,1448,978
2025-03-20,Chicago,6676,2170,2342,851,1027
2025-03-21,Chicago,5992,2076,2041,1050,671
2025-03-22,Chicago,6059,2189,1364,1078,753
2025-03-23,Chicago,5712,2258,1915,1622,1024
2025-03-24,Chicago,5078,1684,1326,859,801
2025-03-25,Chicago,6886,2694,2368,1272,775
2025-03-26,Chicago,6301,2296,2257,1465,927
2025-03-27,Chicago,4798,1795,1515,987,788
2025-03-28,Chicago,4830,1973,1848,707,762
2025-03-29,Chicago,6005,2482,1877,1421,1113
2025-03-30,Chicago,5229,2281,1288,1544,647
2025-03-31,Chicago,5051,1529,1286,511,555
2025-04-01,Chicago,6741,2398,1563,1171,1018
2025-04-02,Chicago,4266,1986,1486,1101,849
2025-04-03,Chicago,6500,2152,2158,1418,951
2025-04-04,Chicago,4422,1871,1012,941,521
2025-04-05,Chicago,5997,2189,2007,1465,744
2025-04-06,Chicago,3428,1711,959,613,665
2025-04-07,Chicago,5794,2631,2136,1249,771
2025-04-08,Chicago,5205,2306,1678,1009,833
2025-04-09,Chicago,4775,1609,1592,569,739
2025-04-10,Chicago,6185,2645,2096,1091,1107
2025-04-11,Chicago,6011,2208,1891,1547,823
2025-04-12,Chicago,4374,2114,1590,1045,851
2025-04-13,Chicago,5087,2151,1692,902,730
2025-04-14,Chicago,4907,1691,1574,1262,787
2025-04-15,Chicago,5280,2263,1853,1434,834
2025-04-16,Chicago,2987,1123,677,793,501
2025-04-17,Chicago,5621,1958,1808,968,630
2025-04-18,Chicago,6364,3045,1334,1666,868
2025-04-19,Chicago,8006,3953,2550,2134,1525
2025-04-20,Chicago,5001,1840,1741,1190,777
2025-04-21,Chicago,3363,1510,1248,899,489
2025-04-22,Chicago,4580,1774,999,1151,678
2025-04-23,Chicago,5766,2122,1426,1087,741
2025-04-24,Chicago,4032,1626,927,539,511
2025-04-25,Chicago,5230,1605,1492,1231,691
2025-04-26,Chicago,6267,2160,1363,634,933
2025-04-27,Chicago,4467,2209,1246,841,633
2025-04-28,Chicago,7427,2949,2084,1688,918
2025-04-29,Chicago,6890,3083,1561,1205,773
2025-04-30,Chicago,5534,2114,1455,1356,1037
2025-05-01,Chicago,5101,1767,1368,1104,689
2025-05-02,Chicago,7042,2325,1762,1065,1241
2025-05-03,Chicago,7115,3422,2251,1039,1184
2025-05-04,Chicago,4977,2168,1545,1328,920
2025-05-05,Chicago,5746,1833,2216,1228,788
2025-05-06,Chicago,4864,1480,1524,693,778
2025-05-07,Chicago,4975,1774,1623,1119,868
2025-05-08,Chicago,4705,1962,1561,968,597
2025-05-09,Chicago,5531,2262,2038,1604,811
2025-05-10,Chicago,4590,1816,1130,790,755
2025-05-11,Chicago,5351,1901,1944,836,929
2025-05-12,Chicago,5603,2689,2041,1358,857
2025-05-13,Chicago,5618,2327,1845,1065,1121
2025-05-14,Chicago,8179,3419,2078,1665,1161
2025-05-15,Chicago,5940,2203,1325,741,661
2025-05-16,Chicago,5283,2185,1976,768,957
2025-05-17,Chicago,6407,3122,1350,1849,1166
2025-05-18,Chicago,6813,3247,2634,905,1150
2025-05-19,Chicago,5281,2530,1443,815,862
2025-05-20,Chicago,6736,2614,1561,1360,1153
2025-05-21,Chicago,5758,2438,1660,1268,1009
2025-05-22,Chicago,4645,1977,1691,469,821
2025-05-23,Chicago,6341,2819,2013,1079,727
2025-05-24,Chicago,5208,2509,1480,1059,877
2025-05-25,Chicago,6178,2295,2330,654,919
2025-05-26,Chicago,6307,2298,2028,805,1021
2025-05-27,Chicago,6136,2970,1465,1731,672
2025-05-28,Chicago,6618,2370,2428,958,1182
2025-05-29,Chicago,4306,1429,969,1153,538
2025-05-30,Chicago,7754,3413,2143,969,1455
2025-05-31,Chicago,4642,1480,1515,1041,547
2025-06-01,Chicago,6873,2622,2522,1310,1148
2025-06-02,Chicago,4463,1659,1307,897,456
2025-06-03,Chicago,6897,3312,1597,1936,1196
2025-06-04,Chicago,7353,2331,2758,869,1377
2025-06-05,Chicago,5486,2464,1902,860,991
2025-06-06,Chicago,6324,1902,1333,1717,757
2025-06-07,Chicago,7164,2570,2514,1333,1418
2025-06-08,Chicago,5055,1702,1052,781,1010
2025-06-09,Chicago,5014,2461,1452,1381,643
2025-06-10,Chicago,6329,2697,2319,1017,1015
2025-06-11,Chicago,5464,2716,1224,1274,652
2025-06-12,Chicago,6159,2319,2133,1618,1026
2025-06-13,Chicago,6491,2161,2027,710,667
2025-06-14,Chicago,4932,1869,1752,653,878
2025-06-15,Chicago,5832,2083,1869,1238,622
2025-06-16,Chicago,6938,2246,2200,2062,1202
2025-06-17,Chicago,6447,3212,2330,956,1073
2025-06-18,Chicago,6593,2696,2261,1686,1045
2025-06-19,Chicago,2821,1339,1098,783,544
2025-06-20,Chicago,4797,1626,1128,509,916
2025-06-21,Chicago,5549,2510,1337,914,921
2025-06-22,Chicago,4934,1531,988,972,597
2025-06-23,Chicago,5178,2174,1908,1075,928
2025-06-24,Chicago,5503,2309,1749,1297,1029
2025-06-25,Chicago,3828,1769,1391,771,689
2025-06-26,Chicago,5101,2148,1403,1106,623
2025-06-27,Chicago,4720,2087,1059,1041,563
2025-06-28,Chicago,5838,2200,1971,772,698
2025-06-29,Chicago,3298,1399,1296,459,578
2025-06-30,Chicago,5652,1984,1826,1478,857
2025-07-01,Chicago,6184,2408,2290,1804,892
2025-07-02,Chicago,5782,2238,2186,1517,928
2025-07-03,Chicago,4406,1383,1114,1181,784
2025-07-04,Chicago,5211,2209,2035,1416,703
2025-07-05,Chicago,4340,1948,1158,602,667
2025-07-06,Chicago,4992,1947,1908,1326,516
2025-07-07,Chicago,6696,2166,2237,1035,1179
2025-07-08,Chicago,6747,3118,2046,957,1029
2025-07-09,Chicago,6056,2260,1657,1052,913
2025-07-10,Chicago,7420,3444,2228,1414,1021
2025-07-11,Chicago,3726,1466,1044,667,472
2025-07-12,Chicago,3945,1832,978,689,438
2025-07-13,Chicago,7458,2440,1935,2044,994
2025-07-14,Chicago,3517,1283,1013,856,678
2025-07-15,Chicago,6187,1970,1397,1407,799
2025-07-16,Chicago,7009,2816,2123,1760,1060
2025-07-17,Chicago,5218,2154,1745,746,550
2025-07-18,Chicago,5257,2026,1238,1047,798
2025-07-19,Chicago,5001,1813,1429,563,887
2025-07-20,Chicago,6266,2120,1458,868,1170
2025-07-21,Chicago,2723,1053,887,772,342
2025-07-22,Chicago,4762,2363,1816,656,608
2025-07-23,Chicago,6889,2866,1762,1787,979
2025-07-24,Chicago,5557,2135,1396,1480,725
2025-07-25,Chicago,4220,1497,1351,618,474
2025-07-26,Chicago,4991,2141,1446,1470,571
2025-07-27,Chicago,5601,2738,1512,1217,877
2025-07-28,Chicago,7987,2717,2907,1220,928
2025-07-29,Chicago,6970,3224,1954,753,1220
2025-07-30,Chicago,5472,1837,1542,1214,795
2025-07-31,Chicago,6153,2653,1677,1146,810
2025-08-01,Chicago,4831,1703,1261,697,516
2025-08-02,Chicago,4319,1471,1564,838,774
2025-08-03,Chicago,5618,2065,1860,575,916
2025-08-04,Chicago,5765,2757,2184,1168,741
2025-08-05,Chicago,4328,1976,1148,449,595
2025-08-06,Chicago,3715,1769,1284,519,461
2025-08-07,Chicago,5357,2415,1757,1332,791
2025-08-08,Chicago,6480,2362,1406,1765,1177
2025-08-09,Chicago,6223,2900,1958,790,959
2025-08-10,Chicago,6246,2528,1529,1481,814
2025-08-11,Chicago,5870,2326,1498,1614,1005
2025-08-12,Chicago,7003,2559,2000,1010,791
2025-08-13,Chicago,4928,2185,1837,978,627
2025-08-14,Chicago,6066,2106,1513,835,958
2025-08-15,Chicago,4711,1661,1709,610,588
2025-08-16,Chicago,6450,2880,1574,732,873
2025-08-17,Chicago,5418,2526,1495,1534,1059
2025-08-18,Chicago,4960,1592,1198,1101,957
2025-08-19,Chicago,4805,1572,1587,663,668
2025-08-20,Chicago,3867,1677,1081,468,693
2025-08-21,Chicago,7709,2708,2849,1432,1043
2025-08-22,Chicago,6678,3191,2557,1268,1279
2025-08-23,Chicago,6208,2260,1821,1137,853
2025-08-24,Chicago,4517,1683,967,1339,765
2025-08-25,Chicago,5160,2249,1482,605,837
2025-08-26,Chicago,4852,2269,1097,987,855
2025-08-27,Chicago,6418,2428,2284,863,1188
2025-08-28,Chicago,5354,1666,1701,969,944
2025-08-29,Chicago,6131,2189,1621,1736,882
2025-08-30,Chicago,5916,2196,2071,594,840
2025-08-31,Chicago,6820,3335,2086,843,847
2025-09-01,Chicago,4408,1630,1674,638,476
2025-09-02,Chicago,5490,2069,2002,740,673
2025-09-03,Chicago,5030,2062,1207,862,862
2025-09-04,Chicago,4733,2048,1279,621,893
2025-09-05,Chicago,7905,3001,1620,2299,1455
2025-09-06,Chicago,6686,2949,1801,812,933
2025-09-07,Chicago,4055,1833,1195,651,736
2025-09-08,Chicago,4679,1682,1575,537,927
2025-09-09,Chicago,7361,2393,2713,1620,818
2025-09-10,Chicago,4423,1683,918,1026,661
2025-09-11,Chicago,5550,2725,1624,1663,608
2025-09-12,Chicago,4355,1957,1630,1144,590
2025-09-13,Chicago,4671,1450,991,688,584
2025-09-14,Chicago,7242,2630,2172,2160,1219
2025-09-15,Chicago,6953,3232,2078,1162,707
2025-09-16,Chicago,6348,1958,2335,1296,783
2025-09-17,Chicago,6115,2106,2142,1818,981
2025-09-18,Chicago,4078,1545,816,762,452
2025-09-19,Chicago,4552,1524,1676,1293,542
2025-09-20,Chicago,6119,2858,1786,1809,695
2025-09-21,Chicago,5891,2208,1330,1450,594
2025-09-22,Chicago,4603,2262,1417,970,873
2025-09-23,Chicago,5185,1749,1052,873,659
2025-09-24,Chicago,6641,3170,2638,1046,1275
2025-09-25,Chicago,4697,2184,1205,907,486
2025-09-26,Chicago,5625,2132,2079,751,924
2025-09-27,Chicago,6361,2168,1695,1377,744
2025-09-28,Chicago,4380,1818,1110,1146,468
2025-09-29,Chicago,5697,2771,1812,717,813
2025-09-30,Chicago,5887,2003,1915,1242,621
2025-10-01,Chicago,6323,2738,2525,693,927
2025-10-02,Chicago,7080,2524,2229,1858,1307
2025-10-03,Chicago,6410,2074,1579,1908,1206
2025-10-04,Chicago,4062,1566,1369,834,613
2025-10-05,Chicago,5408,2369,1800,1609,827
2025-10-06,Chicago,4832,2301,1247,586,611
2025-10-07,Chicago,4264,2106,1447,818,794
2025-10-08,Chicago,5540,2155,1195,1347,622
2025-10-09,Chicago,4520,2227,908,685,470
2025-10-10,Chicago,4208,1449,1219,493,528
2025-10-11,Chicago,7738,3783,2817,1634,866
2025-10-12,Chicago,4996,2404,1827,1055,556
2025-10-13,Chicago,4608,1812,1102,678,634
2025-10-14,Chicago,5061,1674,1186,1128,606
2025-10-15,Chicago,6089,2441,2364,1563,1058
2025-10-16,Chicago,5400,2335,1622,1354,944
2025-10-17,Chicago,6592,2661,2081,752,1171
2025-10-18,Chicago,5894,2684,2128,1017,930
2025-10-19,Chicago,4515,1788,1342,849,697
2025-10-20,Chicago,5775,2384,1706,986,596
2025-10-21,Chicago,6635,2930,2177,1083,701
2025-10-22,Chicago,6052,2246,1908,1545,1080
2025-10-23,Chicago,5604,2177,1133,1211,827
2025-10-24,Chicago,6624,2082,2527,887,849
2025-10-25,Chicago,5444,2178,1706,988,642
2025-10-26,Chicago,5348,2060,1954,1356,886
2025-10-27,Chicago,6089,2015,2098,852,1021
2025-10-28,Chicago,7238,2297,1972,1047,1196
2025-10-29,Chicago,7356,3206,2731,1753,871
2025-10-30,Chicago,4819,1676,1206,979,807
2025-10-31,Chicago,4157,1535,1297,431,446
2025-11-01,Chicago,5040,1666,1272,1017,919
2025-11-02,Chicago,4827,1663,1386,1211,635
2025-11-03,Chicago,6371,2541,1319,878,936
2025-11-04,Chicago,5210,2109,1333,1497,645
2025-11-05,Chicago,6376,3088,1816,1573,1151
2025-11-06,Chicago,4912,1523,1404,835,749
2025-11-07,Chicago,5570,2760,1932,594,718
2025-11-08,Chicago,6664,2787,1904,1274,1224
2025-11-09,Chicago,6577,2319,1341,787,1226
2025-11-10,Chicago,6384,3084,2541,1898,667
2025-11-11,Chicago,3800,1469,1294,558,472
2025-11-12,Chicago,4135,1743,1557,550,710
2025-11-13,Chicago,3638,1550,1270,974,611
2025-11-14,Chicago,5712,2533,1796,830,1123
2025-11-15,Chicago,3483,1482,1364,678,663
2025-11-16,Chicago,5660,1881,1160,1271,697
2025-11-17,Chicago,7258,2907,2811,1687,1175
2025-11-18,Chicago,8144,3197,2061,2002,1196
2025-11-19,Chicago,6562,3076,1681,714,673
2025-11-20,Chicago,6109,2676,2200,705,645
2025-11-21,Chicago,6943,2718,1759,1906,1347
2025-11-22,Chicago,5858,2304,2201,1045,657
2025-11-23,Chicago,5600,2595,1179,1460,658
2025-11-24,Chicago,5747,1741,1469,718,1120
2025-11-25,Chicago,4603,1481,1480,1349,859
2025-11-26,Chicago,6642,2602,1606,787,891
2025-11-27,Chicago,6041,2256,1324,1445,1050
2025-11-28,Chicago,5797,1974,1355,785,870
2025-11-29,Chicago,6631,2953,2366,1328,982
2025-11-30,Chicago,6480,2328,1451,1659,907
2025-12-01,Chicago,6510,3047,2010,951,1074
2025-12-02,Chicago,5664,2567,1295,1638,1066
2025-12-03,Chicago,5479,1793,2028,1033,1005
2025-12-04,Chicago,4238,1370,887,1202,804
2025-12-05,Chicago,5496,1654,1485,1075,950
2025-12-06,Chicago,4675,2120,1163,921,579
2025-12-07,Chicago,3547,1639,827,443,531
2025-12-08,Chicago,5011,1923,1283,1052,742
2025-12-09,Chicago,5073,1809,1218,622,898
2025-12-10,Chicago,5266,2378,1758,905,752
2025-12-11,Chicago,5485,2310,2182,1621,1081
2025-12-12,Chicago,5854,1790,1890,1742,812
2025-12-13,Chicago,5112,1588,1928,657,539
2025-12-14,Chicago,4861,1620,1762,614,560
2025-12-15,Chicago,4792,1962,1191,843,917
2025-12-16,Chicago,5608,2447,2101,1242,666
2025-12-17,Chicago,4427,1615,1326,1248,881
2025-12-18,Chicago,4416,2016,1463,816,470
2025-12-19,Chicago,5084,2010,1435,711,989
2025-12-20,Chicago,8326,4026,3087,2445,1530
2025-12-21,Chicago,5392,1945,1427,1541,953
2025-12-22,Chicago,3693,1168,1056,418,439
2025-12-23,Chicago,3723,1394,1202,432,386
2025-12-24,Chicago,5780,2476,2128,1359,658
2025-12-25,Chicago,4238,1877,1165,1191,503
2025-12-26,Chicago,7637,2589,1677,1462,1051
2025-12-27,Chicago,3559,1509,1269,585,676
2025-12-28,Chicago,5376,2556,1108,837,674
2025-12-29,Chicago,6801,2625,2031,1377,923
2025-12-30,Chicago,6181,1908,2384,1532,929
2025-12-31,Chicago,6390,2749,2525,1415,1054
2020-01-01,Houston,9313,4280,2656,2503,1209
2020-01-02,Houston,7513,3385,1548,1037,924
2020-01-03,Houston,8066,3057,2189,2302,1479
2020-01-04,Houston,10247,4926,2666,2529,1981
2020-01-05,Houston,7037,2554,1558,1889,837
2020-01-06,Houston,8647,3767,3382,1411,1677
2020-01-07,Houston,9626,3202,2048,2298,1029
2020-01-08,Houston,9196,3523,2233,1495,1385
2020-01-09,Houston,7920,3061,2356,1300,1132
2020-01-10,Houston,8493,4057,2928,1209,1222
2020-01-11,Houston,8732,3685,3160,1318,1149
2020-01-12,Houston,8057,2531,2780,1466,1387
2020-01-13,Houston,10109,4259,3920,1959,1739
2020-01-14,Houston,9360,3434,2788,1425,976
2020-01-15,Houston,7904,2752,2310,1871,1551
2020-01-16,Houston,8472,3006,2925,1221,1003
2020-01-17,Houston,8422,4175,3163,1516,962
2020-01-18,Houston,7553,3425,2413,1534,989
2020-01-19,Houston,9650,4033,3171,1953,1360
2020-01-20,Houston,8262,2498,2218,1880,1511
2020-01-21,Houston,9403,4590,2337,1719,1500
2020-01-22,Houston,9387,4334,3050,1855,1571
2020-01-23,Houston,10574,3703,2553,1160,1576
2020-01-24,Houston,10452,3337,2661,2144,1520
2020-01-25,Houston,11434,3725,2784,3197,1804
2020-01-26,Houston,8879,4365,3336,1966,1388
2020-01-27,Houston,8637,4289,1969,2240,888
2020-01-28,Houston,8567,3757,1786,2034,1504
2020-01-29,Houston,10081,4942,2481,1462,1708
2020-01-30,Houston,7480,2989,2334,833,808
2020-01-31,Houston,7281,3578,2834,916,952
2020-02-01,Houston,9455,3382,3725,2152,1866
2020-02-02,Houston,9061,3065,2677,1284,1546
2020-02-03,Houston,9139,3074,2809,1263,928
2020-02-04,Houston,8216,3595,2613,2146,1177
2020-02-05,Houston,6875,2063,2732,2017,1267
2020-02-06,Houston,9234,3057,1847,2604,1268
2020-02-07,Houston,7205,2854,1951,1308,867
2020-02-08,Houston,8436,3432,3279,1286,960
2020-02-09,Houston,9472,4672,2248,2212,1540
2020-02-10,Houston,9222,4592,2826,1303,1269
2020-02-11,Houston,9787,4792,2886,1732,1709
2020-02-12,Houston,8786,4217,1789,1652,1529
2020-02-13,Houston,7305,3275,2677,1577,1453
2020-02-14,Houston,8508,2857,1877,2147,1257
2020-02-15,Houston,9310,2914,3685,1340,1540
2020-02-16,Houston,10221,4668,2314,2649,1403
2020-02-17,Houston,7757,3579,1616,1462,1522
2020-02-18,Houston,10246,3834,2404,2123,1372
2020-02-19,Houston,9500,4059,2770,2807,1743
2020-02-20,Houston,7758,3365,2556,1253,951
2020-02-21,Houston,7305,2995,1477,1733,878
2020-02-22,Houston,10389,4388,3795,2340,1862
2020-02-23,Houston,7728,3666,2250,953,898
2020-02-24,Houston,8760,2999,2884,1527,1114
2020-02-25,Houston,8343,4117,1945,2212,1644
2020-02-26,Houston,9452,3262,3263,1047,1419
2020-02-27,Houston,9658,3644,2883,1003,1818
2020-02-28,Houston,9373,3568,3356,2097,1043
2020-02-29,Houston,9143,3243,1999,2700,1213
2020-03-01,Houston,8546,3240,2673,2067,1030
2020-03-02,Houston,7923,2997,2897,1738,1580
2020-03-03,Houston,9386,4413,1914,2720,1646
2020-03-04,Houston,9418,3257,3200,1097,1534
2020-03-05,Houston,8977,3631,2690,2479,959
2020-03-06,Houston,9128,3227,3274,1170,1568
2020-03-07,Houston,7709,3510,2717,1567,1231
2020-03-08,Houston,10244,3505,3141,1276,1515
2020-03-09,Houston,7802,3220,2680,1825,956
2020-03-10,Houston,8883,3060,2219,1936,1547
2020-03-11,Houston,9209,2922,1996,1190,1195
2020-03-12,Houston,9586,4729,2507,2013,1527
2020-03-13,Houston,9852,3852,2405,1939,1268
2020-03-14,Houston,9288,2975,2647,2379,1004
2020-03-15,Houston,7994,3424,2174,1047,1261
2020-03-16,Houston,6984,3242,2303,764,1233
2020-03-17,Houston,8207,2712,2466,1909,1619
2020-03-18,Houston,7800,2872,2628,1552,1219
2020-03-19,Houston,5889,1821,1260,709,1041
2020-03-20,Houston,9763,4282,2073,2354,1741
2020-03-21,Houston,9551,4606,3101,2586,1872
2020-03-22,Houston,8600,3125,1772,2410,1204
2020-03-23,Houston,9704,3730,3494,1164,1283
2020-03-24,Houston,8694,3216,1865,1805,1222
2020-03-25,Houston,9701,3935,2020,1582,1229
2020-03-26,Houston,8424,3536,3268,1700,1576
