date,city,heat_related_illnesses,respiratory_issues,mental_health_reports
2022-11-22,Chicago,82,188,64
2022-11-23,Chicago,42,99,50
2022-11-24,Chicago,74,168,95
2022-11-25,Chicago,67,111,84
2022-11-26,Chicago,54,104,34
2022-11-27,Chicago,61,123,59
2022-11-28,Chicago,53,116,48
2022-11-29,Chicago,66,158,62
2022-11-30,Chicago,49,95,24
2022-12-01,Chicago,89,155,100
2022-12-02,Chicago,59,126,44
2022-12-03,Chicago,73,162,101
2022-12-04,Chicago,56,138,31
2022-12-05,Chicago,60,112,66
2022-12-06,Chicago,74,128,79
2022-12-07,Chicago,62,105,65
2022-12-08,Chicago,62,133,58
2022-12-09,Chicago,72,111,54
2022-12-10,Chicago,73,140,52
2022-12-11,Chicago,66,104,71
2022-12-12,Chicago,48,112,41
2022-12-13,Chicago,71,151,82
2022-12-14,Chicago,54,87,48
2022-12-15,Chicago,60,147,49
2022-12-16,Chicago,64,135,68
2022-12-17,Chicago,66,100,63
2022-12-18,Chicago,71,121,36
2022-12-19,Chicago,73,137,50
2022-12-20,Chicago,69,145,43
2022-12-21,Chicago,79,173,57
2022-12-22,Chicago,89,166,84
2022-12-23,Chicago,89,198,50
2022-12-24,Chicago,93,146,102
2022-12-25,Chicago,65,156,94
2022-12-26,Chicago,67,160,40
2022-12-27,Chicago,78,184,98
2022-12-28,Chicago,83,174,95
2022-12-29,Chicago,64,121,75
2022-12-30,Chicago,70,107,92
2022-12-31,Chicago,55,117,30
2023-01-01,Chicago,86,214,95
2023-01-02,Chicago,71,119,99
2023-01-03,Chicago,65,98,54
2023-01-04,Chicago,84,208,113
2023-01-05,Chicago,67,166,47
2023-01-06,Chicago,77,127,112
2023-01-07,Chicago,77,161,63
2023-01-08,Chicago,62,112,45
2023-01-09,Chicago,58,103,68
2023-01-10,Chicago,84,137,47
2023-01-11,Chicago,61,108,81
2023-01-12,Chicago,71,146,90
2023-01-13,Chicago,78,186,56
2023-01-14,Chicago,86,167,116
2023-01-15,Chicago,55,95,61
2023-01-16,Chicago,81,142,43
2023-01-17,Chicago,79,149,70
2023-01-18,Chicago,93,225,88
2023-01-19,Chicago,78,137,77
2023-01-20,Chicago,83,152,80
2023-01-21,Chicago,68,130,45
2023-01-22,Chicago,86,198,93
2023-01-23,Chicago,81,184,58
2023-01-24,Chicago,93,213,88
2023-01-25,Chicago,91,186,126
2023-01-26,Chicago,94,179,52
2023-01-27,Chicago,87,175,80
2023-01-28,Chicago,89,137,88
2023-01-29,Chicago,84,131,101
2023-01-30,Chicago,97,191,94
2023-01-31,Chicago,52,101,76
2023-02-01,Chicago,80,138,106
2023-02-02,Chicago,85,206,71
2023-02-03,Chicago,80,163,101
2023-02-04,Chicago,77,191,62
2023-02-05,Chicago,84,144,70
2023-02-06,Chicago,90,179,91
2023-02-07,Chicago,84,128,51
2023-02-08,Chicago,83,160,61
2023-02-09,Chicago,72,160,88
2023-02-10,Chicago,87,180,95
2023-02-11,Chicago,77,138,103
2023-02-12,Chicago,80,166,71
2023-02-13,Chicago,91,226,84
2023-02-14,Chicago,91,168,91
2023-02-15,Chicago,75,160,77
2023-02-16,Chicago,89,143,76
2023-02-17,Chicago,89,196,115
2023-02-18,Chicago,99,191,107
2023-02-19,Chicago,78,154,64
2023-02-20,Chicago,81,182,90
2023-02-21,Chicago,85,172,102
2023-02-22,Chicago,105,159,81
2023-02-23,Chicago,96,182,80
2023-02-24,Chicago,101,204,139
2023-02-25,Chicago,90,179,57
2023-02-26,Chicago,94,230,90
2023-02-27,Chicago,79,167,71
2023-02-28,Chicago,88,139,67
2023-03-01,Chicago,93,163,82
2023-03-02,Chicago,90,186,46
2023-03-03,Chicago,97,234,144
2023-03-04,Chicago,103,221,112
2023-03-05,Chicago,92,169,97
2023-03-06,Chicago,84,149,124
2023-03-07,Chicago,83,196,64
2023-03-08,Chicago,95,152,117
2023-03-09,Chicago,99,194,123
2023-03-10,Chicago,83,199,104
2023-03-11,Chicago,86,193,102
2023-03-12,Chicago,89,204,132
2023-03-13,Chicago,76,177,82
2023-03-14,Chicago,101,204,108
2023-03-15,Chicago,88,210,65
2023-03-16,Chicago,101,212,129
2023-03-17,Chicago,72,159,72
2023-03-18,Chicago,97,231,142
2023-03-19,Chicago,87,208,95
2023-03-20,Chicago,89,187,74
2023-03-21,Chicago,101,156,95
2023-03-22,Chicago,79,143,68
2023-03-23,Chicago,85,137,49
2023-03-24,Chicago,101,252,131
2023-03-25,Chicago,106,211,108
2023-03-26,Chicago,100,194,67
2023-03-27,Chicago,87,179,70
2023-03-28,Chicago,105,192,75
2023-03-29,Chicago,93,208,138
2023-03-30,Chicago,81,140,67
2023-03-31,Chicago,93,150,76
2023-04-01,Chicago,98,173,83
2023-04-02,Chicago,82,136,53
2023-04-03,Chicago,102,241,117
2023-04-04,Chicago,84,190,81
2023-04-05,Chicago,106,235,132
2023-04-06,Chicago,104,180,97
2023-04-07,Chicago,93,161,107
2023-04-08,Chicago,113,203,107
2023-04-09,Chicago,87,202,52
2023-04-10,Chicago,105,236,102
2023-04-11,Chicago,98,178,97
2023-04-12,Chicago,91,206,112
2023-04-13,Chicago,96,156,67
2023-04-14,Chicago,100,190,146
2023-04-15,Chicago,87,174,88
2023-04-16,Chicago,82,139,114
2023-04-17,Chicago,78,175,94
2023-04-18,Chicago,99,178,139
2023-04-19,Chicago,99,222,99
2023-04-20,Chicago,91,183,49
2023-04-21,Chicago,92,151,93
2023-04-22,Chicago,98,179,98
2023-04-23,Chicago,91,144,46
2023-04-24,Chicago,72,137,77
2023-04-25,Chicago,103,246,52
2023-04-26,Chicago,91,210,93
2023-04-27,Chicago,94,188,119
2023-04-28,Chicago,79,166,92
2023-04-29,Chicago,99,221,67
2023-04-30,Chicago,102,178,51
2023-05-01,Chicago,101,243,71
2023-05-02,Chicago,104,180,97
2023-05-03,Chicago,92,212,97
2023-05-04,Chicago,105,255,143
2023-05-05,Chicago,74,151,102
2023-05-06,Chicago,85,191,89
2023-05-07,Chicago,95,188,134
2023-05-08,Chicago,85,144,111
2023-05-09,Chicago,80,121,93
2023-05-10,Chicago,89,159,110
2023-05-11,Chicago,74,164,38
2023-05-12,Chicago,85,145,59
2023-05-13,Chicago,92,156,111
2023-05-14,Chicago,90,164,126
2023-05-15,Chicago,91,168,100
2023-05-16,Chicago,99,214,107
2023-05-17,Chicago,95,226,64
2023-05-18,Chicago,85,195,121
2023-05-19,Chicago,101,252,109
2023-05-20,Chicago,102,244,123
2023-05-21,Chicago,107,164,139
2023-05-22,Chicago,89,176,107
2023-05-23,Chicago,94,220,79
2023-05-24,Chicago,71,160,99
2023-05-25,Chicago,71,168,84
2023-05-26,Chicago,70,108,62
2023-05-27,Chicago,92,187,134
2023-05-28,Chicago,69,129,57
2023-05-29,Chicago,83,190,52
2023-05-30,Chicago,97,196,136
2023-05-31,Chicago,93,216,111
2023-06-01,Chicago,79,166,101
2023-06-02,Chicago,85,185,65
2023-06-03,Chicago,88,178,96
2023-06-04,Chicago,67,127,71
2023-06-05,Chicago,78,148,69
2023-06-06,Chicago,77,184,95
2023-06-07,Chicago,90,177,127
2023-06-08,Chicago,85,136,60
2023-06-09,Chicago,79,140,91
2023-06-10,Chicago,89,220,123
2023-06-11,Chicago,82,148,108
2023-06-12,Chicago,82,162,117
2023-06-13,Chicago,81,127,115
2023-06-14,Chicago,91,172,126
2023-06-15,Chicago,64,147,75
2023-06-16,Chicago,100,151,83
2023-06-17,Chicago,80,196,92
2023-06-18,Chicago,76,171,113
2023-06-19,Chicago,74,181,93
2023-06-20,Chicago,69,168,98
2023-06-21,Chicago,85,170,97
2023-06-22,Chicago,70,138,104
2023-06-23,Chicago,79,177,94
2023-06-24,Chicago,100,185,55
2023-06-25,Chicago,80,141,104
2023-06-26,Chicago,85,172,68
2023-06-27,Chicago,70,110,99
2023-06-28,Chicago,72,117,107
2023-06-29,Chicago,70,150,43
2023-06-30,Chicago,59,112,50
2023-07-01,Chicago,77,140,67
2023-07-02,Chicago,67,145,94
2023-07-03,Chicago,66,138,47
2023-07-04,Chicago,63,118,93
2023-07-05,Chicago,62,136,58
2023-07-06,Chicago,56,105,43
2023-07-07,Chicago,89,195,95
2023-07-08,Chicago,79,155,49
2023-07-09,Chicago,63,123,89
2023-07-10,Chicago,61,139,56
2023-07-11,Chicago,76,172,110
2023-07-12,Chicago,82,185,117
2023-07-13,Chicago,79,155,64
2023-07-14,Chicago,75,144,73
2023-07-15,Chicago,54,109,77
2023-07-16,Chicago,57,135,84
2023-07-17,Chicago,91,193,132
2023-07-18,Chicago,72,111,60
2023-07-19,Chicago,66,160,54
2023-07-20,Chicago,60,97,42
2023-07-21,Chicago,62,103,32
2023-07-22,Chicago,62,135,77
2023-07-23,Chicago,76,173,92
2023-07-24,Chicago,72,112,68
2023-07-25,Chicago,74,137,43
2023-07-26,Chicago,61,136,48
2023-07-27,Chicago,66,146,52
2023-07-28,Chicago,51,102,60
2023-07-29,Chicago,84,126,100
2023-07-30,Chicago,49,118,36
2023-07-31,Chicago,68,111,100
2023-08-01,Chicago,55,126,81
2023-08-02,Chicago,82,175,92
2023-08-03,Chicago,59,134,61
2023-08-04,Chicago,58,129,50
2023-08-05,Chicago,67,111,88
2023-08-06,Chicago,62,151,70
2023-08-07,Chicago,51,113,69
2023-08-08,Chicago,74,182,49
2023-08-09,Chicago,68,117,61
2023-08-10,Chicago,59,116,54
2023-08-11,Chicago,66,158,95
2023-08-12,Chicago,54,127,78
2023-08-13,Chicago,58,114,33
2023-08-14,Chicago,48,95,25
2023-08-15,Chicago,79,178,111
2023-08-16,Chicago,60,143,78
2023-08-17,Chicago,48,75,48
2023-08-18,Chicago,54,108,79
2023-08-19,Chicago,51,95,37
2023-08-20,Chicago,56,88,78
2023-08-21,Chicago,63,143,90
2023-08-22,Chicago,60,139,62
2023-08-23,Chicago,65,122,36
2023-08-24,Chicago,66,137,58
2023-08-25,Chicago,69,151,49
2023-08-26,Chicago,61,146,47
2023-08-27,Chicago,41,77,59
2023-08-28,Chicago,43,84,51
2023-08-29,Chicago,60,146,70
2023-08-30,Chicago,43,74,63
2023-08-31,Chicago,72,140,63
2023-09-01,Chicago,75,147,112
2023-09-02,Chicago,59,136,44
2023-09-03,Chicago,55,125,76
2023-09-04,Chicago,52,122,67
2023-09-05,Chicago,49,88,54
2023-09-06,Chicago,44,73,39
2023-09-07,Chicago,51,105,51
2023-09-08,Chicago,55,122,41
2023-09-09,Chicago,39,75,42
2023-09-10,Chicago,35,82,36
2023-09-11,Chicago,46,101,66
2023-09-12,Chicago,55,124,45
2023-09-13,Chicago,54,112,51
2023-09-14,Chicago,48,111,24
2023-09-15,Chicago,53,122,36
2023-09-16,Chicago,56,139,33
2023-09-17,Chicago,56,108,60
2023-09-18,Chicago,68,166,86
2023-09-19,Chicago,44,107,55
2023-09-20,Chicago,46,92,23
2023-09-21,Chicago,56,107,31
2023-09-22,Chicago,57,95,50
2023-09-23,Chicago,75,168,45
2023-09-24,Chicago,71,127,79
2023-09-25,Chicago,58,114,55
2023-09-26,Chicago,51,112,29
2023-09-27,Chicago,35,85,41
2023-09-28,Chicago,48,116,47
2023-09-29,Chicago,50,114,32
2023-09-30,Chicago,48,102,41
2023-10-01,Chicago,47,88,30
2023-10-02,Chicago,43,66,22
2023-10-03,Chicago,52,128,43
2023-10-04,Chicago,38,75,40
2023-10-05,Chicago,70,168,55
2023-10-06,Chicago,48,80,26
2023-10-07,Chicago,52,84,32
2023-10-08,Chicago,51,79,47
2023-10-09,Chicago,71,167,72
2023-10-10,Chicago,46,86,40
2023-10-11,Chicago,64,125,83
2023-10-12,Chicago,48,79,63
2023-10-13,Chicago,60,146,84
2023-10-14,Chicago,56,118,51
2023-10-15,Chicago,69,128,63
2023-10-16,Chicago,71,128,50
2023-10-17,Chicago,62,98,85
2023-10-18,Chicago,53,91,74
2023-10-19,Chicago,66,147,56
2023-10-20,Chicago,49,109,72
2023-10-21,Chicago,38,87,21
2023-10-22,Chicago,48,105,43
2023-10-23,Chicago,63,126,76
2023-10-24,Chicago,70,166,91
2023-10-25,Chicago,59,107,48
2023-10-26,Chicago,41,63,33
2023-10-27,Chicago,67,120,88
2023-10-28,Chicago,53,123,41
2023-10-29,Chicago,40,74,31
2023-10-30,Chicago,61,109,36
2023-10-31,Chicago,68,143,70
2023-11-01,Chicago,55,118,48
2023-11-02,Chicago,57,137,79
2023-11-03,Chicago,49,88,53
2023-11-04,Chicago,60,113,77
2023-11-05,Chicago,54,131,29
2023-11-06,Chicago,71,173,73
2023-11-07,Chicago,44,76,53
2023-11-08,Chicago,46,96,61
2023-11-09,Chicago,71,170,80
2023-11-10,Chicago,75,169,70
2023-11-11,Chicago,69,162,60
2023-11-12,Chicago,50,81,39
2023-11-13,Chicago,65,112,85
2023-11-14,Chicago,48,108,41
2023-11-15,Chicago,60,117,34
2023-11-16,Chicago,61,141,46
2023-11-17,Chicago,45,73,56
2023-11-18,Chicago,50,117,71
2023-11-19,Chicago,73,138,40
2023-11-20,Chicago,63,126,60
2023-11-21,Chicago,49,74,47
2023-11-22,Chicago,41,84,35
2023-11-23,Chicago,58,87,66
2023-11-24,Chicago,63,128,50
2023-11-25,Chicago,96,197,55
2023-11-26,Chicago,53,97,41
2023-11-27,Chicago,62,133,89
2023-11-28,Chicago,51,109,73
2023-11-29,Chicago,57,133,64
2023-11-30,Chicago,54,113,62
2023-12-01,Chicago,63,130,53
2023-12-02,Chicago,75,129,46
2023-12-03,Chicago,47,83,42
2023-12-04,Chicago,82,160,120
2023-12-05,Chicago,57,112,50
2023-12-06,Chicago,59,104,65
2023-12-07,Chicago,55,107,42
2023-12-08,Chicago,66,100,86
2023-12-09,Chicago,66,119,80
2023-12-10,Chicago,60,134,40
2023-12-11,Chicago,63,123,35
2023-12-12,Chicago,57,122,83
2023-12-13,Chicago,59,123,69
2023-12-14,Chicago,65,106,88
2023-12-15,Chicago,68,146,77
2023-12-16,Chicago,50,122,70
2023-12-17,Chicago,82,188,101
2023-12-18,Chicago,63,137,57
2023-12-19,Chicago,64,97,87
2023-12-20,Chicago,65,134,80
2023-12-21,Chicago,89,197,76
2023-12-22,Chicago,62,113,42
2023-12-23,Chicago,72,113,90
2023-12-24,Chicago,73,135,46
2023-12-25,Chicago,66,148,53
2023-12-26,Chicago,72,155,102
2023-12-27,Chicago,73,124,74
2023-12-28,Chicago,86,180,81
2023-12-29,Chicago,76,185,83
2023-12-30,Chicago,71,163,105
2023-12-31,Chicago,62,137,91
2024-01-01,Chicago,59,135,39
2024-01-02,Chicago,90,137,92
2024-01-03,Chicago,77,172,52
2024-01-04,Chicago,71,128,103
2024-01-05,Chicago,82,188,106
2024-01-06,Chicago,86,150,120
2024-01-07,Chicago,78,183,71
2024-01-08,Chicago,80,171,110
2024-01-09,Chicago,91,149,97
2024-01-10,Chicago,62,127,69
2024-01-11,Chicago,64,157,63
2024-01-12,Chicago,73,128,73
2024-01-13,Chicago,66,104,54
2024-01-14,Chicago,60,112,89
2024-01-15,Chicago,84,190,109
2024-01-16,Chicago,76,114,78
2024-01-17,Chicago,86,130,51
2024-01-18,Chicago,74,140,39
2024-01-19,Chicago,87,185,124
2024-01-20,Chicago,82,185,106
2024-01-21,Chicago,65,161,45
2024-01-22,Chicago,58,118,67
2024-01-23,Chicago,78,120,44
2024-01-24,Chicago,84,149,111
2024-01-25,Chicago,87,189,122
2024-01-26,Chicago,82,148,71
2024-01-27,Chicago,74,118,85
2024-01-28,Chicago,71,121,40
2024-01-29,Chicago,85,197,58
2024-01-30,Chicago,88,146,84
2024-01-31,Chicago,87,161,79
2024-02-01,Chicago,89,195,123
2024-02-02,Chicago,72,171,69
2024-02-03,Chicago,78,191,43
2024-02-04,Chicago,80,191,106
2024-02-05,Chicago,89,201,46
2024-02-06,Chicago,100,238,54
2024-02-07,Chicago,78,125,54
2024-02-08,Chicago,95,191,102
2024-02-09,Chicago,73,117,82
2024-02-10,Chicago,67,103,55
2024-02-11,Chicago,86,137,115
2024-02-12,Chicago,76,167,59
2024-02-13,Chicago,86,173,92
2024-02-14,Chicago,67,103,62
2024-02-15,Chicago,100,184,134
2024-02-16,Chicago,87,212,48
2024-02-17,Chicago,91,162,104
2024-02-18,Chicago,77,144,41
2024-02-19,Chicago,89,208,60
2024-02-20,Chicago,94,176,109
2024-02-21,Chicago,94,141,63
2024-02-22,Chicago,86,148,74
2024-02-23,Chicago,88,147,101
2024-02-24,Chicago,97,147,71
2024-02-25,Chicago,88,151,83
2024-02-26,Chicago,72,163,84
2024-02-27,Chicago,90,196,92
2024-02-28,Chicago,87,130,64
2024-02-29,Chicago,88,217,131
2024-03-01,Chicago,78,155,103
2024-03-02,Chicago,84,154,119
2024-03-03,Chicago,99,176,135
2024-03-04,Chicago,63,120,68
2024-03-05,Chicago,80,154,72
2024-03-06,Chicago,85,133,115
2024-03-07,Chicago,73,123,45
2024-03-08,Chicago,87,159,80
2024-03-09,Chicago,89,221,100
2024-03-10,Chicago,65,140,77
2024-03-11,Chicago,96,229,110
2024-03-12,Chicago,102,166,112
2024-03-13,Chicago,86,178,101
2024-03-14,Chicago,112,204,137
2024-03-15,Chicago,97,175,103
2024-03-16,Chicago,87,206,95
2024-03-17,Chicago,89,201,100
2024-03-18,Chicago,92,178,112
2024-03-19,Chicago,107,202,151
2024-03-20,Chicago,102,167,97
2024-03-21,Chicago,101,195,136
2024-03-22,Chicago,109,220,62
2024-03-23,Chicago,78,189,79
2024-03-24,Chicago,93,167,126
2024-03-25,Chicago,111,261,62
2024-03-26,Chicago,82,146,112
2024-03-27,Chicago,86,168,77
2024-03-28,Chicago,89,195,129
2024-03-29,Chicago,99,159,58
2024-03-30,Chicago,83,164,73
2024-03-31,Chicago,87,180,92
2024-04-01,Chicago,85,148,126
2024-04-02,Chicago,92,204,54
2024-04-03,Chicago,101,239,96
2024-04-04,Chicago,89,171,80
2024-04-05,Chicago,94,200,126
2024-04-06,Chicago,114,276,102
2024-04-07,Chicago,95,153,126
2024-04-08,Chicago,98,228,98
2024-04-09,Chicago,91,202,125
2024-04-10,Chicago,79,177,59
2024-04-11,Chicago,99,225,113
2024-04-12,Chicago,108,265,95
2024-04-13,Chicago,103,233,96
2024-04-14,Chicago,106,236,143
2024-04-15,Chicago,102,229,72
2024-04-16,Chicago,106,253,117
2024-04-17,Chicago,113,196,107
2024-04-18,Chicago,94,192,82
2024-04-19,Chicago,104,242,135
2024-04-20,Chicago,85,165,68
2024-04-21,Chicago,80,137,45
2024-04-22,Chicago,86,161,57
2024-04-23,Chicago,106,206,80
2024-04-24,Chicago,98,235,97
2024-04-25,Chicago,102,163,109
2024-04-26,Chicago,85,172,53
2024-04-27,Chicago,108,169,111
2024-04-28,Chicago,82,137,52
2024-04-29,Chicago,90,149,107
2024-04-30,Chicago,96,213,120
2024-05-01,Chicago,89,145,120
2024-05-02,Chicago,84,205,114
2024-05-03,Chicago,91,205,108
2024-05-04,Chicago,79,192,50
2024-05-05,Chicago,85,187,42
2024-05-06,Chicago,83,173,121
2024-05-07,Chicago,81,131,88
2024-05-08,Chicago,69,105,48
2024-05-09,Chicago,76,139,79
2024-05-10,Chicago,81,184,95
2024-05-11,Chicago,101,151,115
2024-05-12,Chicago,85,191,64
2024-05-13,Chicago,91,151,116
2024-05-14,Chicago,83,132,69
2024-05-15,Chicago,96,234,56
2024-05-16,Chicago,87,161,47
2024-05-17,Chicago,101,156,68
2024-05-18,Chicago,90,218,65
2024-05-19,Chicago,83,127,42
2024-05-20,Chicago,85,178,99
2024-05-21,Chicago,87,176,113
2024-05-22,Chicago,74,168,95
2024-05-23,Chicago,73,115,94
2024-05-24,Chicago,73,129,66
2024-05-25,Chicago,93,144,73
2024-05-26,Chicago,72,146,76
2024-05-27,Chicago,95,185,84
2024-05-28,Chicago,64,138,35
2024-05-29,Chicago,75,184,84
2024-05-30,Chicago,86,195,92
2024-05-31,Chicago,101,185,100
2024-06-01,Chicago,85,209,75
2024-06-02,Chicago,80,164,59
2024-06-03,Chicago,84,138,108
2024-06-04,Chicago,77,190,60
2024-06-05,Chicago,93,144,50
2024-06-06,Chicago,87,183,95
2024-06-07,Chicago,100,199,55
2024-06-08,Chicago,86,184,66
2024-06-09,Chicago,81,173,102
2024-06-10,Chicago,79,170,45
2024-06-11,Chicago,81,182,104
2024-06-12,Chicago,79,147,112
2024-06-13,Chicago,79,189,105
2024-06-14,Chicago,60,113,32
2024-06-15,Chicago,63,132,78
2024-06-16,Chicago,61,91,56
2024-06-17,Chicago,82,140,105
2024-06-18,Chicago,73,125,100
2024-06-19,Chicago,81,173,102
2024-06-20,Chicago,51,78,33
2024-06-21,Chicago,71,132,87
2024-06-22,Chicago,70,119,61
2024-06-23,Chicago,71,156,63
2024-06-24,Chicago,87,198,113
2024-06-25,Chicago,75,145,45
2024-06-26,Chicago,54,108,42
2024-06-27,Chicago,73,167,103
2024-06-28,Chicago,87,168,96
2024-06-29,Chicago,82,198,74
2024-06-30,Chicago,53,127,64
2024-07-01,Chicago,73,156,71
2024-07-02,Chicago,74,132,55
2024-07-03,Chicago,64,102,80
2024-07-04,Chicago,75,130,94
2024-07-05,Chicago,68,168,38
2024-07-06,Chicago,73,152,97
2024-07-07,Chicago,75,183,98
2024-07-08,Chicago,67,152,68
2024-07-09,Chicago,63,99,52
2024-07-10,Chicago,85,161,81
2024-07-11,Chicago,53,131,75
2024-07-12,Chicago,54,124,71
2024-07-13,Chicago,71,128,46
2024-07-14,Chicago,74,113,67
2024-07-15,Chicago,62,147,59
2024-07-16,Chicago,67,113,40
2024-07-17,Chicago,57,130,29
2024-07-18,Chicago,66,121,36
2024-07-19,Chicago,72,152,43
2024-07-20,Chicago,57,131,73
2024-07-21,Chicago,75,139,63
2024-07-22,Chicago,81,171,52
2024-07-23,Chicago,64,120,41
2024-07-24,Chicago,71,174,89
2024-07-25,Chicago,55,108,28
2024-07-26,Chicago,83,131,89
2024-07-27,Chicago,59,125,60
2024-07-28,Chicago,71,144,93
2024-07-29,Chicago,61,116,78
2024-07-30,Chicago,63,120,59
2024-07-31,Chicago,58,94,51
2024-08-01,Chicago,53,97,69
2024-08-02,Chicago,64,159,70
2024-08-03,Chicago,57,97,55
2024-08-04,Chicago,66,139,34
2024-08-05,Chicago,67,107,96
2024-08-06,Chicago,65,109,41
2024-08-07,Chicago,53,111,39
2024-08-08,Chicago,41,66,37
2024-08-09,Chicago,59,91,55
2024-08-10,Chicago,78,169,83
2024-08-11,Chicago,59,110,72
2024-08-12,Chicago,57,115,44
2024-08-13,Chicago,43,74,47
2024-08-14,Chicago,56,112,73
2024-08-15,Chicago,54,95,52
2024-08-16,Chicago,65,146,79
2024-08-17,Chicago,59,99,42
2024-08-18,Chicago,57,104,47
2024-08-19,Chicago,56,89,65
2024-08-20,Chicago,71,124,92
2024-08-21,Chicago,58,103,65
2024-08-22,Chicago,46,100,35
2024-08-23,Chicago,48,104,57
2024-08-24,Chicago,61,128,38
2024-08-25,Chicago,58,103,82
2024-08-26,Chicago,32,68,44
2024-08-27,Chicago,55,85,38
2024-08-28,Chicago,71,113,99
2024-08-29,Chicago,71,158,64
2024-08-30,Chicago,58,96,65
2024-08-31,Chicago,62,142,35
2024-09-01,Chicago,45,109,58
2024-09-02,Chicago,69,148,49
2024-09-03,Chicago,47,79,24
2024-09-04,Chicago,62,133,72
2024-09-05,Chicago,50,89,59
2024-09-06,Chicago,35,60,38
2024-09-07,Chicago,60,124,37
2024-09-08,Chicago,47,84,68
2024-09-09,Chicago,51,106,36
2024-09-10,Chicago,41,100,56
2024-09-11,Chicago,42,99,29
2024-09-12,Chicago,56,95,31
2024-09-13,Chicago,60,115,40
2024-09-14,Chicago,56,97,53
2024-09-15,Chicago,67,154,61
2024-09-16,Chicago,46,85,38
2024-09-17,Chicago,59,106,66
2024-09-18,Chicago,35,85,33
2024-09-19,Chicago,64,98,35
2024-09-20,Chicago,76,123,78
2024-09-21,Chicago,48,100,42
2024-09-22,Chicago,47,76,56
2024-09-23,Chicago,60,119,62
2024-09-24,Chicago,50,83,38
2024-09-25,Chicago,47,75,57
2024-09-26,Chicago,69,126,90
2024-09-27,Chicago,51,109,53
2024-09-28,Chicago,47,79,50
2024-09-29,Chicago,52,79,76
2024-09-30,Chicago,68,139,85
2024-10-01,Chicago,63,109,84
2024-10-02,Chicago,58,107,37
2024-10-03,Chicago,50,91,28
2024-10-04,Chicago,57,108,56
2024-10-05,Chicago,53,104,33
2024-10-06,Chicago,63,156,78
2024-10-07,Chicago,53,89,74
2024-10-08,Chicago,59,96,40
2024-10-09,Chicago,50,105,56
2024-10-10,Chicago,59,95,51
2024-10-11,Chicago,61,138,74
2024-10-12,Chicago,54,116,53
2024-10-13,Chicago,50,90,53
2024-10-14,Chicago,62,116,64
2024-10-15,Chicago,48,118,40
2024-10-16,Chicago,58,95,42
2024-10-17,Chicago,74,177,78
2024-10-18,Chicago,61,109,69
2024-10-19,Chicago,34,59,31
2024-10-20,Chicago,44,100,23
2024-10-21,Chicago,61,112,36
2024-10-22,Chicago,72,131,80
2024-10-23,Chicago,60,103,35
2024-10-24,Chicago,45,112,43
2024-10-25,Chicago,46,91,24
2024-10-26,Chicago,43,75,60
2024-10-27,Chicago,59,90,48
2024-10-28,Chicago,53,130,76
2024-10-29,Chicago,68,159,34
2024-10-30,Chicago,55,111,71
2024-10-31,Chicago,55,96,55
2024-11-01,Chicago,48,119,67
2024-11-02,Chicago,57,124,55
2024-11-03,Chicago,63,130,90
2024-11-04,Chicago,51,107,59
2024-11-05,Chicago,45,84,25
2024-11-06,Chicago,51,103,64
2024-11-07,Chicago,59,125,72
2024-11-08,Chicago,64,111,54
2024-11-09,Chicago,43,80,47
2024-11-10,Chicago,48,77,39
